MSN,year,quantity
IYTCB,2008,0.0
JFACB,2008,60679.0
JFTCB,2008,60679.0
JFTXB,2008,60679.0
KSCCB,2008,0.0
KSICB,2008,0.0
KSRCB,2008,0.0
KSTCB,2008,0.0
KSTXB,2008,0.0
LOACB,2008,0.0
LOCCB,2008,22702.0
LOICB,2008,24670.0
LORCB,2008,20007.0
LOTCB,2008,67380.0
LOTXB,2008,67380.0
LUACB,2008,371.0
LUICB,2008,98.0
LUTCB,2008,469.0
LUTXB,2008,469.0
MBICB,2008,0.0
MGACB,2008,53185.0
MGCCB,2008,62.0
MGICB,2008,1262.0
MGTCB,2008,54509.0
MGTXB,2008,54509.0
MMTCB,2008,51284.0
MSICB,2008,0.0
NAICB,2008,0.0
NGACB,2008,2.0
NGCCB,2008,1845.0
NGEIB,2008,0.0
NGICB,2008,450.0
NGRCB,2008,520.0
NGTCB,2008,2817.0
NGTPB,2008,2.1
NGTXB,2008,2817.0
NNTCB,2008,148.0
NUEGB,2008,0.0
NUETB,2008,0.0
OHICB,2008,0.0
OPICB,2008,12108.0
OPTCB,2008,12108.0
OPTXB,2008,12108.0
P1ICB,2008,14106.0
P1TCB,2008,14617.0
P1TXB,2008,14617.0
PAACB,2008,136308.0
PACCB,2008,2888.0
PAEIB,2008,81928.0
PAICB,2008,20118.0
PARCB,2008,1037.0
PATCB,2008,242279.0
PATPB,2008,181.9
PATXB,2008,160351.0
PCCCB,2008,0.0
PCEIB,2008,0.0
PCICB,2008,1884.0
PCTCB,2008,1884.0
PCTXB,2008,1884.0
PLICB,2008,0.0
PMTCB,2008,239055.0
PPICB,2008,0.0
PPTCB,2008,0.0
PQACB,2008,0.0
PQCCB,2008,0.0
PQICB,2008,0.0
PQRCB,2008,0.0
PQTCB,2008,0.0
PQTXB,2008,0.0
PYICB,2008,0.0
PYTCB,2008,0.0
RETCB,2008,19342.0
RFACB,2008,6146.0
RFCCB,2008,0.0
RFEIB,2008,69217.0
RFICB,2008,2730.0
RFTCB,2008,78093.0
RFTXB,2008,8877.0
SFCCB,2008,1749.0
SFEIB,2008,0.0
SFINB,2008,426.0
SFRCB,2008,493.0
SFTCB,2008,2669.0
SGICB,2008,12526.0
SNICB,2008,0.0
SOCCB,2008,165.0
SOEGB,2008,0.0
SOICB,2008,0.0
SORCB,2008,1634.0
SOTCB,2008,1799.0
SOTXB,2008,1799.0
TEACB,2008,136507.0
TEAPB,2008,102.5
TECCB,2008,40866.0
TECPB,2008,30.7
TEEIB,2008,102831.0
TEICB,2008,65843.0
TEIPB,2008,49.4
TERCB,2008,33424.0
TERPB,2008,25.1
TETCB,2008,276640.0
TETGR,2008,3.86
TETPB,2008,207.7
TETXB,2008,276640.0
TNACB,2008,136507.0
TNCCB,2008,18164.0
TNICB,2008,41172.0
TNRCB,2008,13417.0
TNTXB,2008,209260.0
TPOPP,2008,1332.0
UOICB,2008,-458.0
USICB,2008,0.0
WDCCB,2008,29.0
WDEIB,2008,0.0
WDICB,2008,21.0
WDRCB,2008,192.0
WDTCB,2008,243.0
WSCCB,2008,3037.0
WSEIB,2008,0.0
WSICB,2008,5330.0
WSTCB,2008,8367.0
WWCCB,2008,3066.0
WWEIB,2008,0.0
WWICB,2008,5351.0
WWTCB,2008,8609.0
WWTXB,2008,8609.0
WXICB,2008,39.0
WYCCB,2008,0.0
WYEGB,2008,2365.0
WYICB,2008,0.0
WYTCB,2008,2365.0
WYTXB,2008,0.0
ABICB,2009,-7.0
ARICB,2009,4545.0
ARTCB,2009,4545.0
ARTXB,2009,4545.0
AVACB,2009,149.0
AVTCB,2009,149.0
AVTXB,2009,149.0
BDACB,2009,208.0
BDLCB,2009,0.0
BDTCB,2009,208.0
BFLCB,2009,0.0
BFTCB,2009,3896.0
BMTCB,2009,12482.0
BQICB,2009,0.0
BQTCB,2009,0.0
BYICB,2009,0.0
BYTCB,2009,0.0
CLACB,2009,0.0
CLCCB,2009,0.0
CLEIB,2009,15049.0
CLICB,2009,2033.0
CLKCB,2009,0.0
CLOCB,2009,2033.0
CLRCB,2009,0.0
CLTCB,2009,17083.0
CLTXB,2009,2033.0
COICB,2009,0.0
DFACB,2009,18045.0
DFCCB,2009,1573.0
DFEIB,2009,12999.0
DFICB,2009,2332.0
DFRCB,2009,16.0
DFTCB,2009,34966.0
DFTXB,2009,21966.0
DKEIB,2009,12999.0
DMTCB,2009,34758.0
ELEXB,2009,0.0
ELIMB,2009,0.0
ELISB,2009,0.0
ELNIB,2009,0.0
EMACB,2009,3604.0
EMCCB,2009,4.0
EMICB,2009,79.0
EMLCB,2009,0.0
EMTCB,2009,3688.0
EQICB,2009,0.0
EQTCB,2009,0.0
ESACB,2009,0.0
ESCCB,2009,11560.0
ESICB,2009,12566.0
ESRCB,2009,10425.0
ESTCB,2009,34551.0
ESTXB,2009,34551.0
EYICB,2009,0.0
EYTCB,2009,0.0
FFTCB,2009,256194.0
FNICB,2009,0.0
FOICB,2009,0.0
FSICB,2009,0.0
GDPRX,2009,69123.0
GECCB,2009,5.0
GEEGB,2009,1636.0
GEICB,2009,2.0
GERCB,2009,0.0
GETCB,2009,1643.0
GETXB,2009,7.0
HLACB,2009,25.0
HLCCB,2009,2076.0
HLICB,2009,107.0
HLRCB,2009,920.0
HLTCB,2009,3127.0
HLTXB,2009,3127.0
HYCCB,2009,0.0
HYEGB,2009,754.0
HYICB,2009,345.0
HYTCB,2009,1099.0
HYTXB,2009,345.0
IQICB,2009,0.0
IQTCB,2009,0.0
IYICB,2009,0.0
IYTCB,2009,0.0
JFACB,2009,52748.0
JFTCB,2009,52748.0
JFTXB,2009,52748.0
KSCCB,2009,0.0
KSICB,2009,0.0
KSRCB,2009,0.0
KSTCB,2009,0.0
KSTXB,2009,0.0
LOACB,2009,0.0
LOCCB,2009,21981.0
LOICB,2009,23894.0
LORCB,2009,19822.0
LOTCB,2009,65697.0
LOTXB,2009,65697.0
LUACB,2009,334.0
LUICB,2009,88.0
LUTCB,2009,422.0
LUTXB,2009,422.0
MBICB,2009,0.0
MGACB,2009,53894.0
MGCCB,2009,62.0
MGICB,2009,1189.0
MGTCB,2009,55144.0
MGTXB,2009,55144.0
MMTCB,2009,51456.0
MSICB,2009,0.0
NAICB,2009,0.0
NGACB,2009,2.0
NGCCB,2009,1822.0
NGEIB,2009,0.0
NGICB,2009,358.0
NGRCB,2009,530.0
NGTCB,2009,2712.0
NGTPB,2009,2.0
NGTXB,2009,2712.0
NNTCB,2009,167.0
NUEGB,2009,0.0
NUETB,2009,0.0
OHICB,2009,0.0
OPICB,2009,12073.0
OPTCB,2009,12073.0
OPTXB,2009,12073.0
P1ICB,2009,18511.0
P1TCB,2009,18994.0
P1TXB,2009,18994.0
PAACB,2009,132827.0
PACCB,2009,3711.0
PAEIB,2009,80296.0
PAICB,2009,25070.0
PARCB,2009,936.0
PATCB,2009,242840.0
PATPB,2009,180.3
PATXB,2009,162543.0
PCCCB,2009,0.0
PCEIB,2009,0.0
PCICB,2009,1805.0
PCTCB,2009,1805.0
PCTXB,2009,1805.0
PLICB,2009,0.0
PMTCB,2009,238944.0
PPICB,2009,0.0
PPTCB,2009,0.0
PQACB,2009,0.0
PQCCB,2009,0.0
PQICB,2009,0.0
PQRCB,2009,0.0
PQTCB,2009,0.0
PQTXB,2009,0.0
PYICB,2009,0.0
PYTCB,2009,0.0
RETCB,2009,19711.0
RFACB,2009,7633.0
RFCCB,2009,0.0
RFEIB,2009,67297.0
RFICB,2009,2930.0
RFTCB,2009,77860.0
RFTXB,2009,10564.0
SFCCB,2009,1711.0
SFEIB,2009,0.0
SFINB,2009,336.0
SFRCB,2009,498.0
SFTCB,2009,2545.0
SGICB,2009,12737.0
SNICB,2009,0.0
SOCCB,2009,269.0
SOEGB,2009,14.0
SOICB,2009,0.0
SORCB,2009,1750.0
SOTCB,2009,2033.0
SOTXB,2009,2019.0
TEACB,2009,132829.0
TEAPB,2009,98.6
TECCB,2009,40682.0
TECPB,2009,30.2
TEEIB,2009,100247.0
TEICB,2009,69087.0
TEIPB,2009,51.3
TERCB,2009,33307.0
TERPB,2009,24.7
TETCB,2009,275905.0
TETGR,2009,3.99
TETPB,2009,204.9
TETXB,2009,275905.0
TNACB,2009,132829.0
TNCCB,2009,18701.0
TNICB,2009,45193.0
TNRCB,2009,13485.0
TNTXB,2009,210208.0
TPOPP,2009,1347.0
UOICB,2009,-681.0
USICB,2009,0.0
WDCCB,2009,48.0
WDEIB,2009,0.0
WDICB,2009,18.0
WDRCB,2009,342.0
WDTCB,2009,408.0
WSCCB,2009,2997.0
WSEIB,2009,44.0
WSICB,2009,5137.0
WSTCB,2009,8178.0
WWCCB,2009,3045.0
WWEIB,2009,44.0
WWICB,2009,5155.0
WWTCB,2009,8586.0
WWTXB,2009,8542.0
WXICB,2009,25.0
WYCCB,2009,0.0
WYEGB,2009,2454.0
WYICB,2009,0.0
WYTCB,2009,2454.0
WYTXB,2009,0.0
ABICB,2010,-2.0
ARICB,2010,5127.0
ARTCB,2010,5127.0
ARTXB,2010,5127.0
AVACB,2010,188.0
AVTCB,2010,188.0
AVTXB,2010,188.0
BDACB,2010,168.0
BDLCB,2010,0.0
BDTCB,2010,168.0
BFLCB,2010,0.0
BFTCB,2010,2957.0
BMTCB,2010,10700.0
BQICB,2010,0.0
BQTCB,2010,0.0
BYICB,2010,0.0
BYTCB,2010,0.0
CLACB,2010,0.0
CLCCB,2010,0.0
CLEIB,2010,15702.0
CLICB,2010,1415.0
CLKCB,2010,0.0
CLOCB,2010,1415.0
CLRCB,2010,0.0
CLTCB,2010,17117.0
CLTXB,2010,1415.0
COICB,2010,0.0
DFACB,2010,23211.0
DFCCB,2010,1528.0
DFEIB,2010,12971.0
DFICB,2010,1882.0
DFRCB,2010,1.0
DFTCB,2010,39593.0
DFTXB,2010,26622.0
DKEIB,2010,12971.0
DMTCB,2010,39425.0
ELEXB,2010,0.0
ELIMB,2010,0.0
ELISB,2010,0.0
ELNIB,2010,0.0
EMACB,2010,2745.0
EMCCB,2010,3.0
EMICB,2010,40.0
EMLCB,2010,0.0
EMTCB,2010,2789.0
EQICB,2010,0.0
EQTCB,2010,0.0
ESACB,2010,0.0
ESCCB,2010,11446.0
ESICB,2010,12531.0
ESRCB,2010,10200.0
ESTCB,2010,34176.0
ESTXB,2010,34176.0
EYICB,2010,0.0
EYTCB,2010,0.0
FFTCB,2010,279315.0
FNICB,2010,0.0
FOICB,2010,0.0
FSICB,2010,0.0
GDPRX,2010,71075.0
GECCB,2010,5.0
GEEGB,2010,1957.0
GEICB,2010,2.0
GERCB,2010,0.0
GETCB,2010,1964.0
GETXB,2010,7.0
HLACB,2010,21.0
HLCCB,2010,2041.0
HLICB,2010,191.0
HLRCB,2010,919.0
HLTCB,2010,3171.0
HLTXB,2010,3171.0
HYCCB,2010,0.0
HYEGB,2010,279.0
HYICB,2010,408.0
HYTCB,2010,687.0
HYTXB,2010,408.0
IQICB,2010,0.0
IQTCB,2010,0.0
IYICB,2010,0.0
IYTCB,2010,0.0
JFACB,2010,76176.0
JFTCB,2010,76176.0
JFTXB,2010,76176.0
KSCCB,2010,0.0
KSICB,2010,0.0
KSRCB,2010,0.0
KSTCB,2010,0.0
KSTXB,2010,0.0
LOACB,2010,0.0
LOCCB,2010,21599.0
LOICB,2010,23646.0
LORCB,2010,19249.0
LOTCB,2010,64494.0
LOTXB,2010,64494.0
LUACB,2010,464.0
LUICB,2010,189.0
LUTCB,2010,653.0
LUTXB,2010,653.0
MBICB,2010,0.0
MGACB,2010,49847.0
MGCCB,2010,61.0
MGICB,2010,724.0
MGTCB,2010,50633.0
MGTXB,2010,50633.0
MMTCB,2010,47845.0
MSICB,2010,0.0
NAICB,2010,0.0
NGACB,2010,2.0
NGCCB,2010,1848.0
NGEIB,2010,0.0
NGICB,2010,353.0
NGRCB,2010,529.0
NGTCB,2010,2732.0
NGTPB,2010,2.0
NGTXB,2010,2732.0
NNTCB,2010,161.0
NUEGB,2010,0.0
NUETB,2010,0.0
OHICB,2010,0.0
OPICB,2010,13093.0
OPTCB,2010,13093.0
OPTXB,2010,13093.0
P1ICB,2010,20022.0
P1TCB,2010,20674.0
P1TXB,2010,20674.0
PAACB,2010,156663.0
PACCB,2010,3629.0
PAEIB,2010,78128.0
PAICB,2010,25654.0
PARCB,2010,919.0
PATCB,2010,264994.0
PATPB,2010,194.3
PATXB,2010,186866.0
PCCCB,2010,0.0
PCEIB,2010,0.0
PCICB,2010,1612.0
PCTCB,2010,1612.0
PCTXB,2010,1612.0
PLICB,2010,0.0
PMTCB,2010,262037.0
PPICB,2010,0.0
PPTCB,2010,0.0
PQACB,2010,21.0
PQCCB,2010,2041.0
PQICB,2010,191.0
PQRCB,2010,919.0
PQTCB,2010,3171.0
PQTXB,2010,3171.0
PYICB,2010,0.0
PYTCB,2010,0.0
RETCB,2010,18210.0
RFACB,2010,6756.0
RFCCB,2010,0.0
RFEIB,2010,65157.0
RFICB,2010,2834.0
RFTCB,2010,74747.0
RFTXB,2010,9590.0
SFCCB,2010,1740.0
SFEIB,2010,0.0
SFINB,2010,332.0
SFRCB,2010,499.0
SFTCB,2010,2571.0
SGICB,2010,12818.0
SNICB,2010,0.0
SOCCB,2010,379.0
SOEGB,2010,17.0
SOICB,2010,0.0
SORCB,2010,1915.0
SOTCB,2010,2311.0
SOTXB,2010,2294.0
TEACB,2010,156666.0
TEAPB,2010,114.9
TECCB,2010,40111.0
TECPB,2010,29.4
TEEIB,2010,98671.0
TEICB,2010,68068.0
TEIPB,2010,49.9
TERCB,2010,32681.0
TERPB,2010,24.0
TETCB,2010,297525.0
TETGR,2010,4.19
TETPB,2010,218.1
TETXB,2010,297525.0
TNACB,2010,156666.0
TNCCB,2010,18512.0
TNICB,2010,44421.0
TNRCB,2010,13432.0
TNTXB,2010,233031.0
TPOPP,2010,1364.0
UOICB,2010,243.0
USICB,2010,0.0
WDCCB,2010,48.0
WDEIB,2010,0.0
WDICB,2010,32.0
WDRCB,2010,367.0
WDTCB,2010,446.0
WSCCB,2010,2898.0
WSEIB,2010,40.0
WSICB,2010,4360.0
WSTCB,2010,7298.0
WWCCB,2010,2945.0
WWEIB,2010,40.0
WWICB,2010,4392.0
WWTCB,2010,7744.0
WWTXB,2010,7704.0
WXICB,2010,34.0
WYCCB,2010,0.0
WYEGB,2010,2547.0
WYICB,2010,0.0
WYTCB,2010,2547.0
WYTXB,2010,0.0
ABICB,2011,0.0
ARICB,2011,4659.0
ARTCB,2011,4659.0
ARTXB,2011,4659.0
AVACB,2011,176.0
AVTCB,2011,176.0
AVTXB,2011,176.0
BDACB,2011,573.0
BDLCB,2011,0.0
BDTCB,2011,573.0
BFLCB,2011,0.0
BFTCB,2011,3809.0
BMTCB,2011,11187.0
BQICB,2011,0.0
BQTCB,2011,0.0
BYICB,2011,0.0
BYTCB,2011,0.0
CLACB,2011,0.0
CLCCB,2011,0.0
CLEIB,2011,14775.0
CLICB,2011,1305.0
CLKCB,2011,0.0
CLOCB,2011,1305.0
CLRCB,2011,0.0
CLTCB,2011,16080.0
CLTXB,2011,1305.0
COICB,2011,0.0
DFACB,2011,19670.0
DFCCB,2011,1728.0
DFEIB,2011,13062.0
DFICB,2011,1972.0
DFRCB,2011,1.0
DFTCB,2011,36432.0
DFTXB,2011,23371.0
DKEIB,2011,13062.0
DMTCB,2011,35859.0
ELEXB,2011,0.0
ELIMB,2011,0.0
ELISB,2011,0.0
ELNIB,2011,0.0
EMACB,2011,3190.0
EMCCB,2011,4.0
EMICB,2011,43.0
EMLCB,2011,0.0
EMTCB,2011,3236.0
EQICB,2011,0.0
EQTCB,2011,0.0
ESACB,2011,0.0
ESCCB,2011,11492.0
ESICB,2011,12504.0
ESRCB,2011,9993.0
ESTCB,2011,33989.0
ESTXB,2011,33989.0
EYICB,2011,0.0
EYTCB,2011,0.0
FFTCB,2011,282041.0
FNICB,2011,0.0
FOICB,2011,0.0
FSICB,2011,0.0
GDPRX,2011,72236.0
GECCB,2011,6.0
GEEGB,2011,2175.0
GEICB,2011,2.0
GERCB,2011,0.0
GETCB,2011,2183.0
GETXB,2011,8.0
HLACB,2011,20.0
HLCCB,2011,2424.0
HLICB,2011,161.0
HLRCB,2011,854.0
HLTCB,2011,3458.0
HLTXB,2011,3458.0
HYCCB,2011,0.0
HYEGB,2011,433.0
HYICB,2011,472.0
HYTCB,2011,905.0
HYTXB,2011,472.0
IQICB,2011,0.0
IQTCB,2011,0.0
IYICB,2011,0.0
IYTCB,2011,0.0
JFACB,2011,78994.0
JFTCB,2011,78994.0
JFTXB,2011,78994.0
KSCCB,2011,0.0
KSICB,2011,0.0
KSRCB,2011,0.0
KSTCB,2011,0.0
KSTXB,2011,0.0
LOACB,2011,0.0
LOCCB,2011,21927.0
LOICB,2011,23858.0
LORCB,2011,19067.0
LOTCB,2011,64852.0
LOTXB,2011,64852.0
LUACB,2011,510.0
LUICB,2011,165.0
LUTCB,2011,675.0
LUTXB,2011,675.0
MBICB,2011,0.0
MGACB,2011,55619.0
MGCCB,2011,61.0
MGICB,2011,746.0
MGTCB,2011,56427.0
MGTXB,2011,56427.0
MMTCB,2011,53191.0
MSICB,2011,0.0
NAICB,2011,0.0
NGACB,2011,2.0
NGCCB,2011,1853.0
NGEIB,2011,0.0
NGICB,2011,379.0
NGRCB,2011,509.0
NGTCB,2011,2744.0
NGTPB,2011,2.0
NGTXB,2011,2744.0
NNTCB,2011,158.0
NUEGB,2011,0.0
NUETB,2011,0.0
OHICB,2011,0.0
OPICB,2011,13357.0
OPTCB,2011,13357.0
OPTXB,2011,13357.0
P1ICB,2011,19992.0
P1TCB,2011,20678.0
P1TXB,2011,20678.0
PAACB,2011,161289.0
PACCB,2011,4213.0
PAEIB,2011,77533.0
PAICB,2011,25723.0
PARCB,2011,855.0
PATCB,2011,269613.0
PATPB,2011,195.4
PATXB,2011,192080.0
PCCCB,2011,0.0
PCEIB,2011,0.0
PCICB,2011,1811.0
PCTCB,2011,1811.0
PCTXB,2011,1811.0
PLICB,2011,0.0
PMTCB,2011,265803.0
PPICB,2011,0.0
PPTCB,2011,0.0
PQACB,2011,20.0
PQCCB,2011,2424.0
PQICB,2011,161.0
PQRCB,2011,854.0
PQTCB,2011,3458.0
PQTXB,2011,3458.0
PYICB,2011,0.0
PYTCB,2011,0.0
RETCB,2011,20457.0
RFACB,2011,6300.0
RFCCB,2011,0.0
RFEIB,2011,64471.0
RFICB,2011,2852.0
RFTCB,2011,73623.0
RFTXB,2011,9152.0
SFCCB,2011,1747.0
SFEIB,2011,0.0
SFINB,2011,358.0
SFRCB,2011,480.0
SFTCB,2011,2585.0
SGICB,2011,12842.0
SNICB,2011,0.0
SOCCB,2011,628.0
SOEGB,2011,35.0
SOICB,2011,0.0
SORCB,2011,2207.0
SOTCB,2011,2870.0
SOTXB,2011,2835.0
TEACB,2011,161291.0
TEAPB,2011,116.9
TECCB,2011,41157.0
TECPB,2011,29.8
TEEIB,2011,98841.0
TEICB,2011,67545.0
TEIPB,2011,49.0
TERCB,2011,32506.0
TERPB,2011,23.6
TETCB,2011,302498.0
TETGR,2011,4.19
TETPB,2011,219.3
TETXB,2011,302498.0
TNACB,2011,161291.0
TNCCB,2011,19230.0
TNICB,2011,43686.0
TNRCB,2011,13439.0
TNTXB,2011,237646.0
TPOPP,2011,1380.0
UOICB,2011,485.0
USICB,2011,0.0
WDCCB,2011,46.0
WDEIB,2011,0.0
WDICB,2011,22.0
WDRCB,2011,356.0
WDTCB,2011,423.0
WSCCB,2011,2739.0
WSEIB,2011,579.0
WSICB,2011,3637.0
WSTCB,2011,6955.0
WWCCB,2011,2785.0
WWEIB,2011,579.0
WWICB,2011,3659.0
WWTCB,2011,7378.0
WWTXB,2011,6799.0
WXICB,2011,30.0
WYCCB,2011,0.0
WYEGB,2011,3311.0
WYICB,2011,0.0
WYTCB,2011,3311.0
WYTXB,2011,0.0
ABICB,2012,0.0
ARICB,2012,2927.0
ARTCB,2012,2927.0
ARTXB,2012,2927.0
AVACB,2012,155.0
AVTCB,2012,155.0
AVTXB,2012,155.0
BDACB,2012,397.0
BDLCB,2012,0.0
BDTCB,2012,397.0
BFLCB,2012,0.0
BFTCB,2012,3335.0
BMTCB,2012,10026.0
BQICB,2012,0.0
BQTCB,2012,0.0
BYICB,2012,0.0
BYTCB,2012,0.0
CLACB,2012,0.0
CLCCB,2012,0.0
CLEIB,2012,15432.0
CLICB,2012,1140.0
CLKCB,2012,0.0
CLOCB,2012,1140.0
CLRCB,2012,0.0
CLTCB,2012,16572.0
CLTXB,2012,1140.0
COICB,2012,0.0
DFACB,2012,18880.0
DFCCB,2012,1537.0
DFEIB,2012,12592.0
DFICB,2012,2166.0
DFRCB,2012,0.0
DFTCB,2012,35175.0
DFTXB,2012,22583.0
DKEIB,2012,12592.0
DMTCB,2012,34777.0
ELEXB,2012,0.0
ELIMB,2012,0.0
ELISB,2012,0.0
ELNIB,2012,0.0
EMACB,2012,2895.0
EMCCB,2012,3.0
EMICB,2012,39.0
EMLCB,2012,0.0
EMTCB,2012,2937.0
EQICB,2012,0.0
EQTCB,2012,0.0
ESACB,2012,0.0
ESCCB,2012,11049.0
ESICB,2012,12494.0
ESRCB,2012,9346.0
ESTCB,2012,32889.0
ESTXB,2012,32889.0
EYICB,2012,0.0
EYTCB,2012,0.0
FFTCB,2012,275761.0
FNICB,2012,0.0
FOICB,2012,0.0
FSICB,2012,0.0
GDPRX,2012,73677.0
GECCB,2012,6.0
GEEGB,2012,2484.0
GEICB,2012,2.0
GERCB,2012,0.0
GETCB,2012,2491.0
GETXB,2012,8.0
HLACB,2012,21.0
HLCCB,2012,2129.0
HLICB,2012,0.0
HLRCB,2012,1254.0
HLTCB,2012,3404.0
HLTXB,2012,3404.0
HYCCB,2012,0.0
HYEGB,2012,532.0
HYICB,2012,559.0
HYTCB,2012,1090.0
HYTXB,2012,559.0
IQICB,2012,0.0
IQTCB,2012,0.0
IYICB,2012,0.0
IYTCB,2012,0.0
JFACB,2012,83443.0
JFTCB,2012,83443.0
JFTXB,2012,83443.0
KSCCB,2012,0.0
KSICB,2012,0.0
KSRCB,2012,0.0
KSTCB,2012,0.0
KSTXB,2012,0.0
LOACB,2012,0.0
LOCCB,2012,20789.0
LOICB,2012,23508.0
LORCB,2012,17586.0
LOTCB,2012,61883.0
LOTXB,2012,61883.0
LUACB,2012,453.0
LUICB,2012,149.0
LUTCB,2012,602.0
LUTXB,2012,602.0
MBICB,2012,0.0
MGACB,2012,52816.0
MGCCB,2012,61.0
MGICB,2012,710.0
MGTCB,2012,53588.0
MGTXB,2012,53588.0
MMTCB,2012,50651.0
MSICB,2012,0.0
NAICB,2012,0.0
NGACB,2012,3.0
NGCCB,2012,1935.0
NGEIB,2012,0.0
NGICB,2012,371.0
NGRCB,2012,503.0
NGTCB,2012,2813.0
NGTPB,2012,2.0
NGTXB,2012,2813.0
NNTCB,2012,187.0
NUEGB,2012,0.0
NUETB,2012,0.0
OHICB,2012,0.0
OPICB,2012,13680.0
OPTCB,2012,13680.0
OPTXB,2012,13680.0
P1ICB,2012,18681.0
P1TCB,2012,19289.0
P1TXB,2012,19289.0
PAACB,2012,161467.0
PACCB,2012,3727.0
PAEIB,2012,72278.0
PAICB,2012,23609.0
PARCB,2012,1254.0
PATCB,2012,262336.0
PATPB,2012,188.0
PATXB,2012,190057.0
PCCCB,2012,0.0
PCEIB,2012,0.0
PCICB,2012,1927.0
PCTCB,2012,1927.0
PCTXB,2012,1927.0
PLICB,2012,0.0
PMTCB,2012,259001.0
PPICB,2012,0.0
PPTCB,2012,0.0
PQACB,2012,21.0
PQCCB,2012,2129.0
PQICB,2012,0.0
PQRCB,2012,1254.0
PQTCB,2012,3404.0
PQTXB,2012,3404.0
PYICB,2012,0.0
PYTCB,2012,0.0
RETCB,2012,21540.0
RFACB,2012,5699.0
RFCCB,2012,0.0
RFEIB,2012,59686.0
RFICB,2012,2051.0
RFTCB,2012,67437.0
RFTXB,2012,7750.0
SFCCB,2012,1808.0
SFEIB,2012,0.0
SFINB,2012,347.0
SFRCB,2012,470.0
SFTCB,2012,2625.0
SGICB,2012,13117.0
SNICB,2012,0.0
SOCCB,2012,1277.0
SOEGB,2012,44.0
SOICB,2012,0.0
SORCB,2012,3013.0
SOTCB,2012,4333.0
SOTXB,2012,4290.0
TEACB,2012,161471.0
TEAPB,2012,115.7
TECCB,2012,39187.0
TECPB,2012,28.1
TEEIB,2012,94772.0
TEICB,2012,65113.0
TEIPB,2012,46.7
TERCB,2012,31530.0
TERPB,2012,22.6
TETCB,2012,297301.0
TETGR,2012,4.04
TETPB,2012,213.1
TETXB,2012,297301.0
TNACB,2012,161471.0
TNCCB,2012,18398.0
TNICB,2012,41605.0
TNRCB,2012,13944.0
TNTXB,2012,235418.0
TPOPP,2012,1395.0
UOICB,2012,532.0
USICB,2012,0.0
WDCCB,2012,40.0
WDEIB,2012,0.0
WDICB,2012,22.0
WDRCB,2012,297.0
WDTCB,2012,359.0
WSCCB,2012,2173.0
WSEIB,2012,403.0
WSICB,2012,3756.0
WSTCB,2012,6332.0
WWCCB,2012,2213.0
WWEIB,2012,403.0
WWICB,2012,3778.0
WWTCB,2012,6691.0
WWTXB,2012,6289.0
WXICB,2012,31.0
WYCCB,2012,0.0
WYEGB,2012,3599.0
WYICB,2012,0.0
WYTCB,2012,3599.0
WYTXB,2012,0.0
ABICB,2013,-3.0
ARICB,2013,4781.0
ARTCB,2013,4781.0
ARTXB,2013,4781.0
AVACB,2013,136.0
AVTCB,2013,136.0
AVTXB,2013,136.0
BDACB,2013,527.0
BDLCB,2013,5.0
BDTCB,2013,527.0
BFLCB,2013,5.0
BFTCB,2013,3564.0
BMTCB,2013,11720.0
BQICB,2013,0.0
BQTCB,2013,0.0
BYICB,2013,0.0
BYTCB,2013,0.0
CLACB,2013,0.0
CLCCB,2013,0.0
CLEIB,2013,13948.0
CLICB,2013,1358.0
CLKCB,2013,0.0
CLOCB,2013,1358.0
CLRCB,2013,0.0
CLTCB,2013,15306.0
CLTXB,2013,1358.0
COICB,2013,0.0
DFACB,2013,17632.0
DFCCB,2013,1471.0
DFEIB,2013,11980.0
DFICB,2013,1873.0
DFRCB,2013,0.0
DFTCB,2013,32957.0
DFTXB,2013,20977.0
DKEIB,2013,11980.0
DMTCB,2013,32430.0
ELEXB,2013,0.0
ELIMB,2013,0.0
ELISB,2013,0.0
ELNIB,2013,0.0
EMACB,2013,2990.0
EMCCB,2013,4.0
EMICB,2013,39.0
EMLCB,2013,0.0
EMTCB,2013,3033.0
EQICB,2013,0.0
EQTCB,2013,0.0
ESACB,2013,0.0
ESCCB,2013,11161.0
ESICB,2013,12362.0
ESRCB,2013,8901.0
ESTCB,2013,32425.0
ESTXB,2013,32425.0
EYICB,2013,0.0
EYTCB,2013,0.0
FFTCB,2013,275944.0
FNICB,2013,0.0
FOICB,2013,0.0
FSICB,2013,0.0
GDPRX,2013,74294.0
GECCB,2013,6.0
GEEGB,2013,2622.0
GEICB,2013,2.0
GERCB,2013,0.0
GETCB,2013,2630.0
GETXB,2013,8.0
HLACB,2013,18.0
HLCCB,2013,2302.0
HLICB,2013,5.0
HLRCB,2013,838.0
HLTCB,2013,3163.0
HLTXB,2013,3163.0
HYCCB,2013,0.0
HYEGB,2013,325.0
HYICB,2013,422.0
HYTCB,2013,747.0
HYTXB,2013,422.0
IQICB,2013,0.0
IQTCB,2013,0.0
IYICB,2013,0.0
IYTCB,2013,0.0
JFACB,2013,87629.0
JFTCB,2013,87629.0
JFTXB,2013,87629.0
KSCCB,2013,0.0
KSICB,2013,0.0
KSRCB,2013,0.0
KSTCB,2013,0.0
KSTXB,2013,0.0
LOACB,2013,0.0
LOCCB,2013,20618.0
